observed_at_utc,flight,date_local,provider,instance_scheduled_out_utc,registration,status,provider_last_updated,inbound_id,operating,raw_note
2026-09-04T03:08:35+00:00,SV110,2026-09-05,aeroapi,2026-09-05T09:00:00Z,HZ-AK41,Scheduled,,SVA111-1788392029-schedule-1505p,SVA,"codeshares=DL7348,VS5709"
2026-09-04T03:08:37+00:00,TK1930,2026-09-05,adb,2026-09-05 06:10Z,,Expected,2026-09-03 23:12Z,,IsOperator,
2026-09-04T03:08:38+00:00,TK1930,2026-09-05,aeroapi,2026-09-05T06:10:00Z,,Scheduled,,,THY,"codeshares=3U7256,BR3542,6E4058,TG9294,FI7031"
2026-09-04T03:08:39+00:00,U28019,2026-09-05,adb,2026-09-05 05:00Z,,Expected,2026-09-04 03:02Z,,IsOperator,
2026-09-04T03:08:40+00:00,U28019,2026-09-05,aeroapi,2026-09-05T05:00:00Z,,Scheduled,,,EZY,codeshares=
2026-09-04T03:08:42+00:00,U28033,2026-09-05,adb,2026-09-05 06:30Z,,Expected,2026-09-04 02:52Z,,IsOperator,
2026-09-04T03:08:43+00:00,U28033,2026-09-05,aeroapi,2026-09-05T06:30:00Z,,Scheduled,,,EZY,codeshares=
2026-09-04T03:08:45+00:00,U28083,2026-09-05,adb,2026-09-05 04:40Z,,Expected,2026-09-04 03:06Z,,IsOperator,
2026-09-04T03:08:45+00:00,U28083,2026-09-05,aeroapi,2026-09-05T04:40:00Z,,Scheduled,,,EZY,codeshares=
2026-09-04T03:08:47+00:00,U28111,2026-09-05,adb,2026-09-05 08:35Z,,Expected,2026-04-13 07:54Z,,Unknown,
2026-09-04T03:08:48+00:00,U28111,2026-09-05,aeroapi,2026-09-05T08:35:00Z,,Scheduled,,,EZY,codeshares=
2026-09-04T03:08:50+00:00,U28471,2026-09-05,adb,2026-09-05 06:00Z,,Expected,2026-09-03 22:13Z,,IsOperator,
2026-09-04T03:08:51+00:00,U28471,2026-09-05,aeroapi,2026-09-05T06:00:00Z,,Scheduled,,,EZY,codeshares=
2026-09-04T03:08:53+00:00,U28519,2026-09-05,adb,2026-09-05 10:40Z,,Expected,2026-08-11 16:44Z,,IsOperator,
2026-09-04T03:08:53+00:00,U28519,2026-09-05,aeroapi,2026-09-05T10:40:00Z,,Scheduled,,,EZY,codeshares=
2026-09-04T03:08:55+00:00,U28601,2026-09-05,adb,2026-09-05 05:20Z,,Expected,2026-09-04 02:42Z,,IsOperator,
2026-09-04T03:09:11+00:00,U28601,2026-09-05,aeroapi,2026-09-05T05:20:00Z,,Scheduled,,,EZY,codeshares=
2026-09-04T03:09:13+00:00,U28841,2026-09-05,adb,2026-09-05 16:35Z,,Expected,2026-07-02 10:05Z,,IsOperator,
2026-09-04T03:09:14+00:00,U28841,2026-09-05,aeroapi,2026-09-05T16:35:00Z,,Scheduled,,,EZY,codeshares=
2026-09-04T03:09:16+00:00,UA900,2026-09-05,adb,2026-09-05 09:35Z,,Expected,2026-09-03 23:29Z,,IsOperator,
2026-09-04T03:09:16+00:00,UA900,2026-09-05,aeroapi,2026-09-05T09:35:00Z,N51104,Scheduled,,UAL901-1788337185-airline-1809p,UAL,"codeshares=LH9374,AC5375,NZ9831,OS7857,SN9099,LX3042"
2026-09-04T03:09:18+00:00,VS103,2026-09-05,adb,2026-09-05 10:15Z,,Expected,2026-09-03 23:29Z,,IsOperator,
2026-09-04T03:09:19+00:00,VS103,2026-09-05,aeroapi,2026-09-05T10:15:00Z,,Scheduled,,,VIR,"codeshares=DL5999,KL4822,AF9902,SV4806"
2026-09-03T08:10:00+00:00,BA8454,2026-09-03,aeroapi,2026-09-03T14:20:00Z,G-LCAE,Scheduled,,CFE8453-1788241856-airline-421p,CFE,manual ~08:10Z (hand-run curl; see runbook)
2026-09-03T13:00:00+00:00,BA8454,2026-09-03,adb,2026-09-03 14:20Z,G-LCAE,Expected,2026-09-03 12:29Z,,IsOperator,manual ~13:00Z (hand-run curl; see runbook)
2026-09-03T13:48:59+00:00,BA8708,2026-09-03,adb,2026-09-03 17:05Z,G-LCYR,Expected,,,,manual (hand-run curl; see runbook)
2026-09-03T13:49:00+00:00,KL992,2026-09-03,adb,2026-09-03 16:50Z,,CheckIn,,,,manual (hand-run curl; see runbook)
2026-09-03T13:49:01+00:00,LX465,2026-09-03,adb,2026-09-03 17:00Z,HB-AZJ,Expected,,,,manual (hand-run curl; see runbook)
2026-09-03T13:49:07+00:00,BA8708,2026-09-03,aeroapi,2026-09-03T17:05:00Z,G-LCYR,Scheduled,,CFE8725-1788241856-airline-500p,CFE,manual (hand-run curl; see runbook)
2026-09-03T13:49:08+00:00,KL992,2026-09-03,aeroapi,2026-09-03T16:50:00Z,,Scheduled,,,GER,manual (hand-run curl; see runbook)
2026-09-03T13:49:09+00:00,LX465,2026-09-03,aeroapi,2026-09-03T17:00:00Z,HB-AZJ,Scheduled,,OAW464-1788243162-airline-340p,OAW,manual (hand-run curl; see runbook)
2026-09-03T15:14:26+00:00,BA1466,2026-09-03,adb,2026-09-03 20:50Z,,Expected,2026-09-02 23:14Z,,,manual (hand-run curl; see runbook)
2026-09-03T15:14:27+00:00,EI183,2026-09-03,adb,2026-09-03 20:10Z,EI-NSC,Expected,,,,manual (hand-run curl; see runbook)
2026-09-03T15:14:33+00:00,BA1466,2026-09-03,aeroapi,2026-09-03T20:50:00Z,G-NEOS,Scheduled,,BAW1457-1788243475-airline-36p,BAW,manual (hand-run curl; see runbook)
2026-09-03T15:14:35+00:00,EI183,2026-09-03,aeroapi,2026-09-03T20:10:00Z,,Scheduled,,,EIN,manual (hand-run curl; see runbook)
2026-09-03T15:18:39+00:00,BA249,2026-09-03,adb,2026-09-03 20:45Z,G-YMMT,Expected,2026-09-03 13:51Z,,,manual (hand-run curl; see runbook)
2026-09-03T15:18:39+00:00,BA249,2026-09-03,adb,2026-09-03 10:15Z,G-YMMT,Arrived,2026-09-03 14:21Z,,,manual (hand-run curl; see runbook)
2026-09-03T15:18:43+00:00,BA249,2026-09-03,aeroapi,2026-09-03T20:45:00Z,G-YMMR,Scheduled,,BAW276-1788229109-airline-5802p,BAW,manual (hand-run curl; see runbook)
2026-09-03T15:18:43+00:00,BA249,2026-09-03,aeroapi,2026-09-03T10:15:00Z,G-YMMT,Arrived / Gate Arrival,,BAW249-1788155057-airline-139p,BAW,manual (hand-run curl; see runbook)
